temp_C,HR,windSpeed_m/s,windGust_m/s,pres_mbar,solarRad_W/m2,rain_mm/h,rain_day
14.24,82.18,0.0,0.0,1035.0,1.31,0.0,0.0
14.06,84.08,0.0,0.0,1035.0,1.22,0.0,0.0
14.15,84.36,0.0,0.0,1035.0,1.32,0.0,0.0
14.29,83.75,0.0,0.0,1035.0,1.12,0.0,0.0
14.24,84.23,0.0,0.0,1035.0,1.38,0.0,0.0
14.23,83.51,0.0,0.0,1034.67,1.36,0.0,0.0
14.0,84.75,0.0,0.0,1034.0,1.08,0.0,0.0
13.76,85.76,0.0,0.0,1033.33,1.0,0.0,0.0
13.65,86.07,0.0,0.0,1033.0,0.9,0.0,0.0
13.47,88.51,0.0,0.0,1033.0,1.26,0.0,0.0
13.44,89.15,0.0,0.0,1032.58,1.41,0.1,0.1
13.42,88.56,0.0,0.0,1032.0,1.83,0.0,0.1
13.3,87.5,0.0,0.0,1032.0,1.62,0.0,0.1
13.25,86.46,0.0,0.0,1032.0,1.21,0.0,0.1
13.67,81.66,0.0,0.0,1032.0,17.0,0.0,0.1
13.5,83.51,0.0,0.0,1032.25,64.7,0.0,0.1
13.94,82.64,0.0,0.0,1033.0,124.43,0.0,0.1
13.71,83.34,0.0,0.0,1032.5,124.16,0.03,0.13
14.21,79.92,0.0,0.0,1031.0,239.84,0.07,0.2
14.92,72.69,0.0,0.0,1029.67,480.33,0.0,0.2
14.68,76.25,0.0,0.0,1029.0,157.15,0.0,0.2
14.06,80.18,0.0,0.0,1029.0,70.29,0.0,0.2
13.86,80.8,0.0,0.0,1028.75,31.96,0.0,0.2
13.51,79.53,0.0,0.0,1028.0,15.94,0.0,0.2
13.61,74.8,0.0,0.0,1028.0,1.44,0.0,0.2
13.66,76.58,0.0,0.0,1027.42,1.17,0.0,0.2
13.83,69.15,0.0,0.0,1027.0,1.32,0.0,0.2
13.86,67.56,0.0,0.0,1026.5,1.39,0.0,0.2
13.91,65.96,0.0,0.0,1025.67,1.39,0.0,0.2
13.9,65.57,0.0,0.0,1024.83,1.33,0.0,0.2
13.98,64.31,0.0,0.0,1023.67,1.26,0.0,0.07
14.02,64.35,0.0,0.0,1022.25,1.28,0.0,0.0
14.04,65.81,0.0,0.0,1021.33,1.29,0.0,0.0
14.1,68.93,0.0,0.0,1020.08,1.23,0.0,0.0
14.19,70.73,0.0,0.0,1019.17,1.11,0.0,0.0
14.26,73.46,0.0,0.0,1017.83,0.98,0.0,0.0
14.3,74.32,0.0,0.0,1016.92,1.36,0.0,0.0
14.13,77.98,0.0,0.0,1016.0,1.25,0.25,0.25
12.3,87.91,0.0,0.0,1016.0,8.77,2.07,2.29
12.48,85.24,0.0,0.0,1015.83,26.13,0.2,2.48
12.42,84.86,0.0,0.0,1015.0,20.01,1.29,3.77
12.1,84.91,0.0,0.0,1014.5,28.2,1.92,5.64
12.2,85.82,0.0,0.0,1013.5,68.93,0.88,6.5
12.18,84.34,0.0,0.0,1012.0,78.0,0.32,6.81
11.28,84.52,0.0,0.0,1011.0,53.51,1.37,8.17
10.59,83.56,0.0,0.0,1011.0,43.19,0.93,9.08
10.51,81.08,0.0,0.0,1011.0,16.83,0.5,9.57
10.52,80.39,0.0,0.0,1010.33,3.59,0.44,10.0
10.46,79.66,0.0,0.0,1010.0,0.96,0.06,10.06
10.3,76.19,0.0,0.0,1009.58,1.2,0.04,10.1
10.08,76.68,0.0,0.0,1009.0,1.11,0.0,10.1
9.87,75.63,0.0,0.0,1009.0,1.14,0.0,10.1
9.7,73.57,0.0,0.0,1009.0,0.82,0.0,10.1
9.61,65.1,0.0,0.0,1008.17,1.02,0.0,10.1
9.12,65.73,0.0,0.0,1007.83,0.92,0.0,3.37
7.64,71.4,0.0,0.0,1007.33,0.97,0.0,0.0
7.81,67.48,0.0,0.0,1006.92,0.81,0.0,0.0
7.95,66.27,0.0,0.0,1006.25,0.84,0.0,0.0
7.8,69.87,0.0,0.0,1006.0,0.81,0.0,0.0
8.03,69.19,0.0,0.0,1006.0,0.83,0.0,0.0
7.61,68.44,0.0,0.0,1006.0,0.89,0.0,0.0
6.7,67.42,0.0,0.0,1006.0,1.0,0.0,0.0
7.04,61.95,0.0,0.0,1006.0,23.32,0.0,0.0
8.64,54.68,0.0,0.0,1007.0,158.62,0.0,0.0
9.11,52.66,0.0,0.0,1007.0,309.77,0.0,0.0
9.8,50.78,0.0,0.0,1007.0,394.41,0.0,0.0
10.29,44.32,0.0,0.0,1006.83,382.25,0.0,0.0
10.2,45.24,0.0,0.0,1006.0,304.95,0.0,0.0
10.43,48.58,0.0,0.0,1006.0,320.42,0.0,0.0
10.6,48.83,0.0,0.0,1006.0,363.12,0.0,0.0
10.27,54.64,0.0,0.0,1006.25,156.85,0.0,0.0
9.13,62.17,0.0,0.0,1007.0,19.83,0.0,0.0
8.5,63.66,0.0,0.0,1007.5,1.16,0.0,0.0
7.59,59.97,0.0,0.0,1008.0,0.88,0.0,0.0
8.03,60.91,0.0,0.0,1007.75,0.97,0.0,0.0
8.55,60.33,0.0,0.0,1007.0,0.91,0.0,0.0
8.7,61.25,0.0,0.0,1007.17,0.94,0.0,0.0
8.84,58.74,0.0,0.0,1007.0,0.98,0.0,0.0
8.1,64.18,0.0,0.0,1007.0,1.27,0.05,0.05
7.83,64.22,0.0,0.0,1007.0,0.94,0.14,0.19
6.99,72.48,0.0,0.0,1006.58,0.89,0.02,0.2
7.33,71.28,0.0,0.0,1006.0,0.9,0.0,0.2
8.06,65.98,0.0,0.0,1005.5,0.87,0.0,0.2
8.23,63.78,0.0,0.0,1005.0,0.89,0.0,0.2
8.17,64.03,0.0,0.0,1005.0,0.87,0.0,0.2
8.32,62.61,0.0,0.0,1005.0,1.02,0.0,0.2
8.4,62.03,0.0,0.0,1005.0,26.11,0.0,0.2
9.08,60.45,0.0,0.0,1005.0,156.76,0.0,0.2
9.88,57.23,0.0,0.0,1005.92,292.63,0.0,0.2
10.32,55.78,0.0,0.0,1006.0,408.44,0.0,0.2
10.82,52.37,0.0,0.0,1005.25,477.27,0.0,0.2
10.9,50.51,0.0,0.0,1004.42,419.6,0.0,0.2
10.97,50.8,0.0,0.0,1004.17,371.86,0.0,0.2
11.15,50.45,0.0,0.0,1004.92,321.9,0.0,0.2
10.92,52.33,0.0,0.0,1005.0,174.41,0.0,0.2
10.54,55.99,0.0,0.0,1005.33,35.54,0.0,0.2
10.06,58.47,0.0,0.0,1006.0,1.21,0.0,0.2
10.16,72.92,0.0,0.0,1009.75,39.98,1.67,8.0
10.88,90.81,0.0,0.0,1014.0,75.25,2.97,20.74
11.61,91.08,0.0,0.0,1013.08,36.93,2.73,23.43
13.08,88.41,0.0,0.0,1012.92,77.76,0.45,23.86
13.38,80.77,0.0,0.0,1013.33,65.78,0.05,23.9
13.21,76.63,0.0,0.0,1014.58,17.3,0.0,23.9
12.87,76.38,0.0,0.0,1015.92,1.12,0.0,23.9
12.59,78.28,0.0,0.0,1017.33,1.12,0.0,23.9
12.04,80.57,0.0,0.0,1018.33,1.08,0.0,23.9
11.1,86.33,0.0,0.0,1019.0,1.05,0.0,23.9
10.59,88.02,0.0,0.0,1019.33,1.05,0.0,23.9
10.17,90.12,0.0,0.0,1020.0,1.08,0.0,23.9
9.68,91.39,0.0,0.0,1020.0,1.01,0.0,3.98
9.7,92.32,0.0,0.0,1020.0,0.96,0.0,0.0
11.18,90.95,0.0,0.0,1020.0,1.03,0.04,0.04
12.02,86.13,0.0,0.0,1020.83,0.85,0.27,0.3
12.26,80.31,0.0,0.0,1020.33,0.8,0.0,0.3
12.28,78.73,0.0,0.0,1021.0,1.31,0.0,0.3
12.14,77.98,0.0,0.0,1021.17,1.1,0.0,0.3
12.13,82.0,0.0,0.0,1022.0,1.51,0.0,0.3
12.34,83.23,0.0,0.0,1022.0,24.89,0.0,0.3
13.23,82.03,0.0,0.0,1022.58,127.21,0.0,0.3
14.23,75.11,0.0,0.0,1023.0,294.23,0.0,0.3
14.55,70.34,0.0,0.0,1022.92,411.22,0.0,0.3
14.09,74.46,0.0,0.0,1022.58,238.98,0.16,0.46
12.7,78.88,0.0,0.0,1022.83,233.26,1.23,1.68
13.38,72.48,0.0,0.0,1023.33,302.11,0.03,1.7
13.69,59.31,0.0,0.0,1024.0,228.92,0.0,1.7
13.2,57.66,0.0,0.0,1024.75,109.63,0.0,1.7
12.39,60.06,0.0,0.0,1025.83,22.53,0.0,1.7
12.07,61.65,0.0,0.0,1026.42,1.14,0.0,1.7
11.77,61.88,0.0,0.0,1027.25,1.09,0.0,1.7
11.64,59.39,0.0,0.0,1028.0,1.06,0.0,1.7
11.31,56.31,0.0,0.0,1028.0,1.08,0.0,1.7
11.14,58.51,0.0,0.0,1028.42,1.06,0.0,1.7
11.01,60.35,0.0,0.0,1029.0,0.98,0.0,1.7
10.47,64.48,0.0,0.0,1029.0,1.02,0.0,0.28
10.39,64.14,0.0,0.0,1029.0,0.86,0.0,0.0
10.3,65.31,0.0,0.0,1029.0,1.0,0.0,0.0
10.38,66.76,0.0,0.0,1029.0,1.0,0.0,0.0
10.8,67.53,0.0,0.0,1028.58,1.09,0.0,0.0
10.72,69.05,0.0,0.0,1028.17,0.96,0.0,0.0
10.8,69.14,0.0,0.0,1028.0,0.73,0.0,0.0
10.69,69.86,0.0,0.0,1028.5,1.14,0.0,0.0
11.06,69.41,0.0,0.0,1029.0,48.17,0.0,0.0
12.2,66.74,0.0,0.0,1029.92,204.26,0.0,0.0
12.43,67.05,0.0,0.0,1030.25,181.71,0.0,0.0
12.57,65.71,0.0,0.0,1030.25,233.18,0.0,0.0
12.39,68.09,0.0,0.0,1029.83,382.3,0.0,0.0
13.2,60.91,0.0,0.0,1029.0,462.66,0.0,0.0
13.35,58.63,0.0,0.0,1028.92,352.21,0.0,0.0
12.89,61.78,0.0,0.0,1029.0,276.69,0.0,0.0
12.77,58.42,0.0,0.0,1029.0,128.01,0.0,0.0
12.29,61.54,0.0,0.0,1029.0,25.62,0.0,0.0
11.95,64.88,0.0,0.0,1029.42,1.01,0.0,0.0
11.47,66.9,0.0,0.0,1030.0,1.43,0.0,0.0
11.08,67.66,0.0,0.0,1030.0,1.67,0.0,0.0
10.98,67.17,0.0,0.0,1030.0,1.71,0.0,0.0
10.93,66.41,0.0,0.0,1030.0,2.0,0.0,0.0
10.88,66.37,0.0,0.0,1030.0,1.62,0.0,0.0
10.66,67.19,0.0,0.0,1029.5,1.82,0.0,0.0
10.26,72.24,0.0,0.0,1029.0,1.71,0.0,0.0
9.7,80.32,0.0,0.0,1029.0,1.54,0.0,0.0
9.12,83.7,0.0,0.0,1028.08,1.36,0.0,0.0
8.88,84.7,0.0,0.0,1028.0,1.96,0.0,0.0
8.56,85.42,0.0,0.0,1027.58,1.81,0.0,0.0
8.33,85.99,0.0,0.0,1027.17,1.88,0.0,0.0
7.39,87.82,0.0,0.0,1027.33,1.73,0.0,0.0
6.12,91.48,0.0,0.0,1028.0,27.81,0.0,0.0
6.3,92.51,0.0,0.0,1028.0,165.17,0.0,0.0
7.58,88.11,0.0,0.0,1028.0,149.18,0.0,0.0
8.51,77.57,0.0,0.0,1028.0,299.47,0.0,0.0
9.26,72.53,0.0,0.0,1027.42,272.12,0.0,0.0
10.5,68.16,0.0,0.0,1026.17,339.08,0.0,0.0
11.5,63.66,0.0,0.0,1025.08,251.37,0.0,0.0
11.43,64.38,0.0,0.0,1025.0,132.81,0.0,0.0
11.35,66.56,0.0,0.0,1024.25,54.71,0.0,0.0
11.44,67.09,0.0,0.0,1024.0,11.8,0.0,0.0
10.94,69.83,0.0,0.0,1023.75,1.08,0.0,0.0
10.92,69.26,0.0,0.0,1023.25,0.82,0.0,0.0
10.88,70.56,0.0,0.0,1023.0,0.95,0.0,0.0
10.64,73.26,0.0,0.0,1022.75,1.1,0.0,0.0
10.66,75.85,0.0,0.0,1022.0,1.06,0.0,0.0
10.71,77.47,0.0,0.0,1022.0,1.2,0.0,0.0
11.18,78.7,0.0,0.0,1020.92,1.16,0.0,0.0
11.76,82.11,0.0,0.0,1020.0,1.59,0.25,0.25
11.28,86.82,0.0,0.0,1019.17,0.9,1.2,1.44
11.06,89.52,0.0,0.0,1018.5,0.98,2.55,3.97
11.17,90.88,0.0,0.0,1017.42,0.55,5.42,9.36
11.46,91.1,0.0,0.0,1016.58,0.81,4.18,13.41
9.95,84.64,0.0,0.0,1017.75,0.87,0.76,14.16
9.7,83.82,0.0,0.0,1018.42,1.01,0.04,14.2
9.97,82.2,0.0,0.0,1019.5,39.11,0.0,14.2
10.58,79.55,0.0,0.0,1020.25,145.71,0.0,14.2
11.05,78.09,0.0,0.0,1021.25,140.14,0.12,14.32
12.07,71.46,0.0,0.0,1021.25,382.99,0.18,14.5
11.12,69.26,0.0,0.0,1021.25,318.08,0.59,15.09
12.02,60.69,0.0,0.0,1021.0,388.55,0.45,15.53
12.14,63.26,0.0,0.0,1021.0,222.88,0.18,15.7
12.8,56.87,0.0,0.0,1020.92,262.35,0.0,15.7
12.66,55.62,0.0,0.0,1021.0,151.25,0.0,15.7
11.54,63.05,0.0,0.0,1021.08,12.63,0.0,15.7
10.91,67.46,0.0,0.0,1021.92,1.08,0.0,15.7
10.64,67.15,0.0,0.0,1022.0,0.88,0.0,15.7
10.33,67.42,0.0,0.0,1022.0,1.03,0.0,15.7
10.01,69.24,0.0,0.0,1022.0,0.93,0.0,15.7
10.33,68.13,0.0,0.0,1022.58,1.08,0.0,15.7
10.06,69.33,0.0,0.0,1023.0,0.9,0.0,15.7
9.98,70.32,0.0,0.0,1022.17,1.01,0.0,2.62
9.83,69.5,0.0,0.0,1022.0,1.24,0.03,0.03
8.67,77.08,0.0,0.0,1022.0,1.96,0.39,0.42
8.3,76.12,0.0,0.0,1022.0,2.02,0.18,0.6
7.96,73.8,0.0,0.0,1022.0,1.12,0.06,0.66
7.88,72.49,0.0,0.0,1021.17,0.91,0.04,0.7
8.2,70.89,0.0,0.0,1022.0,1.01,0.0,0.7
8.42,69.16,0.0,0.0,1022.0,1.09,0.0,0.7
8.32,68.43,0.0,0.0,1022.42,46.13,0.0,0.7
9.17,65.33,0.0,0.0,1023.0,192.39,0.0,0.7
10.28,62.01,0.0,0.0,1023.0,286.87,0.0,0.7
10.2,64.55,0.0,0.0,1023.0,234.08,0.0,0.7
10.83,61.19,0.0,0.0,1022.5,505.27,0.0,0.7
11.26,55.75,0.0,0.0,1021.92,478.86,0.0,0.7
11.16,58.37,0.0,0.0,1021.0,281.52,0.0,0.7
11.0,60.75,0.0,0.0,1021.0,147.38,0.0,0.7
10.21,64.3,0.0,0.0,1021.92,66.25,0.0,0.7
9.7,69.83,0.0,0.0,1022.0,21.6,0.0,0.7
9.54,72.58,0.0,0.0,1022.33,1.11,0.0,0.7
9.44,73.25,0.0,0.0,1023.0,0.95,0.0,0.7
9.49,71.5,0.0,0.0,1023.0,1.0,0.0,0.7
9.13,72.42,0.0,0.0,1023.92,0.85,0.0,0.7
8.59,74.27,0.0,0.0,1025.0,0.86,0.0,0.7
8.1,75.83,0.0,0.0,1025.08,0.93,0.0,0.7
7.97,74.46,0.0,0.0,1025.75,0.94,0.0,0.12
7.62,73.73,0.0,0.0,1025.5,0.9,0.0,0.0
7.33,71.87,0.0,0.0,1026.0,0.98,0.0,0.0
7.35,68.44,0.0,0.0,1026.0,0.83,0.0,0.0
7.15,66.36,0.0,0.0,1026.0,0.72,0.0,0.0
6.94,66.12,0.0,0.0,1026.17,0.76,0.0,0.0
6.08,77.32,0.0,0.0,1027.0,0.75,0.0,0.0
5.47,80.19,0.0,0.0,1027.92,1.37,0.0,0.0
6.02,73.75,0.0,0.0,1029.17,48.89,0.0,0.0
7.41,69.59,0.0,0.0,1029.83,196.05,0.0,0.0
8.65,66.04,0.0,0.0,1030.17,338.14,0.0,0.0
10.0,53.28,0.0,0.0,1030.17,446.68,0.0,0.0
10.65,47.75,0.0,0.0,1030.0,486.79,0.0,0.0
11.42,45.02,0.0,0.0,1029.83,449.38,0.0,0.0
11.72,43.52,0.0,0.0,1029.0,428.62,0.0,0.0
12.22,46.06,0.0,0.0,1029.42,320.29,0.0,0.0
12.75,44.58,0.0,0.0,1030.0,170.08,0.0,0.0
12.15,46.64,0.0,0.0,1030.33,34.04,0.0,0.0
10.92,56.16,0.0,0.0,1031.0,1.04,0.0,0.0
10.17,63.49,0.0,0.0,1031.0,0.92,0.0,0.0
9.84,65.54,0.0,0.0,1031.5,1.04,0.0,0.0
9.77,64.72,0.0,0.0,1032.0,0.96,0.0,0.0
9.61,68.58,0.0,0.0,1032.67,0.99,0.0,0.0
9.83,69.39,0.0,0.0,1033.0,1.05,0.0,0.0
9.94,69.16,0.0,0.0,1032.33,0.89,0.0,0.0
9.93,69.27,0.0,0.0,1032.0,0.92,0.0,0.0
10.31,69.32,0.0,0.0,1032.0,1.04,0.0,0.0
10.39,70.13,0.0,0.0,1032.0,1.1,0.0,0.0
10.48,71.55,0.0,0.0,1031.58,1.04,0.0,0.0
10.82,72.19,0.0,0.0,1031.0,1.05,0.0,0.0
10.8,74.48,0.0,0.0,1031.67,1.09,0.0,0.0
11.07,76.15,0.0,0.0,1032.0,1.38,0.0,0.0
11.23,77.64,0.0,0.0,1032.08,20.81,0.0,0.0
11.9,77.09,0.0,0.0,1033.0,135.96,0.0,0.0
13.15,75.65,0.0,0.0,1033.0,303.26,0.0,0.0
13.57,76.0,0.0,0.0,1033.0,197.37,0.0,0.0
13.19,80.83,0.0,0.0,1032.17,153.02,0.0,0.0
13.2,83.38,0.0,0.0,1031.5,133.52,0.0,0.0
13.65,81.49,0.0,0.0,1031.0,114.11,0.0,0.0
14.17,76.09,0.0,0.0,1030.17,95.61,0.0,0.0
13.94,77.12,0.0,0.0,1030.0,39.57,0.0,0.0
13.65,77.77,0.0,0.0,1030.08,9.14,0.0,0.0
13.53,78.8,0.0,0.0,1030.08,1.42,0.0,0.0
13.16,80.59,0.0,0.0,1031.0,1.2,0.0,0.0
12.84,81.29,0.0,0.0,1031.0,1.17,0.0,0.0
12.37,81.07,0.0,0.0,1031.0,0.94,0.0,0.0
12.06,81.23,0.0,0.0,1031.0,1.12,0.0,0.0
12.01,83.02,0.0,0.0,1031.0,1.01,0.0,0.0
11.94,82.3,0.0,0.0,1030.83,1.09,0.0,0.0
11.81,83.52,0.0,0.0,1030.0,1.17,0.0,0.0
11.64,83.61,0.0,0.0,1029.17,1.08,0.0,0.0
11.77,84.35,0.0,0.0,1029.0,0.98,0.0,0.0
11.88,83.35,0.0,0.0,1029.0,0.99,0.0,0.0
11.88,81.85,0.0,0.0,1029.0,1.11,0.0,0.0
12.14,77.5,0.0,0.0,1029.0,1.06,0.0,0.0
12.27,78.81,0.0,0.0,1029.0,1.43,0.0,0.0
12.31,76.83,0.0,0.0,1029.0,29.26,0.0,0.0
12.4,72.96,0.0,0.0,1029.0,144.37,0.0,0.0
13.12,65.84,0.0,0.0,1029.0,327.79,0.0,0.0
13.48,60.77,0.0,0.0,1029.0,451.03,0.0,0.0
14.37,56.79,0.0,0.0,1028.0,503.92,0.0,0.0
14.99,53.57,0.0,0.0,1027.33,500.11,0.0,0.0
14.86,53.78,0.0,0.0,1026.33,440.52,0.0,0.0
14.71,53.07,0.0,0.0,1026.0,330.32,0.0,0.0
14.08,53.38,0.0,0.0,1025.58,184.25,0.0,0.0
12.69,57.42,0.0,0.0,1025.17,40.1,0.0,0.0
11.64,62.18,0.0,0.0,1025.17,1.36,0.0,0.0
11.29,62.68,0.0,0.0,1025.92,1.14,0.0,0.0
11.0,63.62,0.0,0.0,1026.0,1.12,0.0,0.0
10.9,64.36,0.0,0.0,1026.0,1.04,0.0,0.0
10.8,64.76,0.0,0.0,1026.0,1.06,0.0,0.0
11.04,62.99,0.0,0.0,1026.0,1.0,0.0,0.0
11.01,63.06,0.0,0.0,1025.17,1.01,0.0,0.0
10.52,65.05,0.0,0.0,1025.0,1.0,0.0,0.0
10.05,67.34,0.0,0.0,1024.67,0.95,0.0,0.0
10.26,65.74,0.0,0.0,1024.0,1.0,0.0,0.0
9.4,71.17,0.0,0.0,1024.0,0.92,0.0,0.0
9.66,67.34,0.0,0.0,1023.0,1.09,0.0,0.0
10.4,58.29,0.0,0.0,1023.08,0.95,0.0,0.0
10.66,54.03,0.0,0.0,1024.0,1.58,0.0,0.0
10.22,56.77,0.0,0.0,1024.0,51.81,0.0,0.0
10.96,50.43,0.0,0.0,1025.0,199.42,0.0,0.0
11.57,48.57,0.0,0.0,1025.0,344.76,0.0,0.0
12.79,47.59,0.0,0.0,1025.0,464.64,0.0,0.0
14.23,45.62,0.0,0.0,1024.08,540.71,0.0,0.0
15.63,43.12,0.0,0.0,1023.0,487.02,0.0,0.0
16.47,35.26,0.0,0.0,1022.0,455.44,0.0,0.0
16.02,43.84,0.0,0.0,1022.0,295.67,0.0,0.0
15.39,47.24,0.0,0.0,1022.0,187.68,0.0,0.0
13.53,55.69,0.0,0.0,1022.0,41.28,0.0,0.0
11.49,67.07,0.0,0.0,1022.0,1.34,0.0,0.0
10.48,73.25,0.0,0.0,1023.0,1.05,0.0,0.0
10.46,74.73,0.0,0.0,1023.0,0.98,0.0,0.0
10.58,77.02,0.0,0.0,1023.0,0.98,0.0,0.0
10.67,77.12,0.0,0.0,1023.0,1.06,0.0,0.0
10.66,77.48,0.0,0.0,1023.0,0.92,0.0,0.0
10.82,76.87,0.0,0.0,1022.67,0.97,0.0,0.0
10.99,77.32,0.0,0.0,1022.0,1.0,0.0,0.0
11.37,73.91,0.0,0.0,1021.92,1.21,0.0,0.0
11.14,76.62,0.0,0.0,1022.0,1.16,0.0,0.0
11.3,76.76,0.0,0.0,1021.67,0.95,0.0,0.0
11.62,74.82,0.0,0.0,1021.75,1.0,0.0,0.0
11.63,75.47,0.0,0.0,1022.0,0.98,0.0,0.0
11.63,75.8,0.0,0.0,1022.92,1.42,0.0,0.0
11.68,74.93,0.0,0.0,1023.42,51.11,0.0,0.0
12.55,70.59,0.0,0.0,1024.42,194.66,0.0,0.0
13.24,66.41,0.0,0.0,1025.0,338.08,0.0,0.0
14.23,60.54,0.0,0.0,1025.0,451.05,0.0,0.0
14.76,58.18,0.0,0.0,1024.17,509.64,0.0,0.0
15.51,55.77,0.0,0.0,1024.0,506.8,0.0,0.0
16.28,51.58,0.0,0.0,1024.0,449.27,0.0,0.0
16.58,48.73,0.0,0.0,1024.0,338.66,0.0,0.0
15.8,50.39,0.0,0.0,1024.58,192.23,0.0,0.0
14.48,55.6,0.0,0.0,1025.17,45.31,0.0,0.0
13.38,56.68,0.0,0.0,1026.0,1.48,0.0,0.0
12.73,57.45,0.0,0.0,1026.75,1.09,0.0,0.0
12.3,60.13,0.0,0.0,1027.25,1.1,0.0,0.0
11.78,65.29,0.0,0.0,1028.0,0.99,0.0,0.0
11.6,66.68,0.0,0.0,1028.0,1.08,0.0,0.0
11.78,62.36,0.0,0.0,1028.5,0.91,0.0,0.0
11.55,62.08,0.0,0.0,1028.92,1.09,0.0,0.0
11.35,67.49,0.0,0.0,1029.0,1.08,0.0,0.0
11.21,66.67,0.0,0.0,1029.0,0.89,0.0,0.0
11.07,64.41,0.0,0.0,1029.0,1.26,0.0,0.0
10.9,65.86,0.0,0.0,1029.0,0.89,0.0,0.0
10.11,72.83,0.0,0.0,1029.0,1.18,0.0,0.0
10.1,69.75,0.0,0.0,1029.67,1.18,0.0,0.0
9.59,76.39,0.0,0.0,1030.25,1.61,0.0,0.0
9.94,76.53,0.0,0.0,1031.0,55.25,0.0,0.0
11.47,70.62,0.0,0.0,1031.83,201.5,0.0,0.0
12.97,62.77,0.0,0.0,1032.0,335.02,0.0,0.0
14.24,54.55,0.0,0.0,1032.0,441.15,0.0,0.0
15.12,51.2,0.0,0.0,1031.92,491.21,0.0,0.0
14.7,56.75,0.0,0.0,1031.0,507.53,0.0,0.0
15.72,53.46,0.0,0.0,1030.67,453.5,0.0,0.0
16.52,49.88,0.0,0.0,1030.58,325.91,0.0,0.0
15.63,53.97,0.0,0.0,1031.0,139.52,0.0,0.0
13.47,61.8,0.0,0.0,1031.58,43.5,0.0,0.0
11.93,69.49,0.0,0.0,1032.0,1.49,0.0,0.0
11.07,73.49,0.0,0.0,1032.92,1.19,0.0,0.0
10.87,75.1,0.0,0.0,1033.0,1.28,0.0,0.0
11.06,74.77,0.0,0.0,1033.42,1.25,0.0,0.0
11.2,74.65,0.0,0.0,1034.0,0.92,0.0,0.0
11.42,73.95,0.0,0.0,1034.0,0.85,0.0,0.0
11.56,74.56,0.0,0.0,1034.0,0.83,0.0,0.0
11.67,75.52,0.0,0.0,1033.25,1.32,0.0,0.0
11.77,76.33,0.0,0.0,1033.25,1.05,0.0,0.0
11.75,77.64,0.0,0.0,1033.0,1.16,0.0,0.0
12.14,76.2,0.0,0.0,1033.0,1.03,0.0,0.0
12.29,75.3,0.0,0.0,1033.0,0.84,0.0,0.0
12.23,74.87,0.0,0.0,1033.0,0.97,0.0,0.0
12.25,73.92,0.0,0.0,1033.0,1.03,0.0,0.0
12.28,74.85,0.0,0.0,1033.58,15.21,0.0,0.0
12.22,76.17,0.0,0.0,1034.0,51.53,0.0,0.0
12.48,74.32,0.0,0.0,1034.42,81.69,0.0,0.0
12.85,72.53,0.0,0.0,1034.83,142.11,0.0,0.0
13.13,71.5,0.0,0.0,1034.0,165.73,0.0,0.0
13.43,70.14,0.0,0.0,1033.08,161.78,0.0,0.0
13.86,66.19,0.0,0.0,1032.92,193.55,0.0,0.0
13.67,68.86,0.0,0.0,1032.25,134.28,0.0,0.0
13.53,67.36,0.0,0.0,1032.42,113.29,0.0,0.0
13.41,67.77,0.0,0.0,1032.33,19.8,0.0,0.0
12.93,69.28,0.0,0.0,1032.75,1.13,0.0,0.0
12.74,71.35,0.0,0.0,1033.0,1.14,0.0,0.0
12.59,72.54,0.0,0.0,1033.0,1.37,0.0,0.0
12.4,72.79,0.0,0.0,1033.0,1.04,0.0,0.0
12.13,74.29,0.0,0.0,1033.0,1.2,0.0,0.0
11.83,75.43,0.0,0.0,1033.0,1.21,0.0,0.0
11.57,77.52,0.0,0.0,1033.0,1.23,0.0,0.0
11.9,75.91,0.0,0.0,1032.08,1.04,0.0,0.0
12.02,74.46,0.0,0.0,1032.0,0.87,0.0,0.0
12.12,74.07,0.0,0.0,1032.0,0.92,0.0,0.0
11.93,74.08,0.0,0.0,1032.0,1.21,0.0,0.0
11.81,74.51,0.0,0.0,1032.0,1.22,0.0,0.0
11.77,75.02,0.0,0.0,1032.0,0.99,0.0,0.0
11.78,74.68,0.0,0.0,1032.0,1.07,0.0,0.0
11.69,75.18,0.0,0.0,1032.0,18.68,0.0,0.0
11.87,73.93,0.0,0.0,1032.0,74.85,0.0,0.0
12.31,71.49,0.0,0.0,1032.5,182.38,0.0,0.0
12.52,70.16,0.0,0.0,1032.17,226.15,0.0,0.0
13.13,66.8,0.0,0.0,1031.5,341.41,0.0,0.0
13.69,63.29,0.0,0.0,1030.92,439.36,0.0,0.0
13.95,62.47,0.0,0.0,1030.0,441.24,0.0,0.0
13.95,61.5,0.0,0.0,1030.0,348.7,0.0,0.0
13.14,65.38,0.0,0.0,1030.0,201.49,0.0,0.0
12.98,65.87,0.0,0.0,1030.0,51.12,0.0,0.0
12.45,68.04,0.0,0.0,1030.67,1.16,0.0,0.0
11.87,70.99,0.0,0.0,1031.0,1.08,0.0,0.0
11.61,73.43,0.0,0.0,1031.0,1.11,0.0,0.0
11.62,72.52,0.0,0.0,1031.0,1.0,0.0,0.0
11.56,71.77,0.0,0.0,1031.0,0.96,0.0,0.0
11.47,72.01,0.0,0.0,1030.75,1.07,0.0,0.0
11.39,72.82,0.0,0.0,1030.0,1.06,0.0,0.0
